,ecg_id,segment_id,label,RMS_I,PtP_I,Kurtosis_I,Skewness_I,Var_I,Wav_Baixa_OndaTP_I,Wav_Media_QRS_I,Wav_Alta_Freq_I,RMS_II,PtP_II,Kurtosis_II,Skewness_II,Var_II,Wav_Baixa_OndaTP_II,Wav_Media_QRS_II,Wav_Alta_Freq_II,RMS_III,PtP_III,Kurtosis_III,Skewness_III,Var_III,Wav_Baixa_OndaTP_III,Wav_Media_QRS_III,Wav_Alta_Freq_III,RMS_V3,PtP_V3,Kurtosis_V3,Skewness_V3,Var_V3,Wav_Baixa_OndaTP_V3,Wav_Media_QRS_V3,Wav_Alta_Freq_V3,RMS_V6,PtP_V6,Kurtosis_V6,Skewness_V6,Var_V6,Wav_Baixa_OndaTP_V6,Wav_Media_QRS_V6,Wav_Alta_Freq_V6
0,1,seg_0a2s,NORM,0.0917557368696823,0.6942257147635673,18.960150993008646,3.850745228390629,0.0084105183830133,8.325839354778136,0.1046417399363821,2.7794766565646766e-05,0.0727687504922641,0.4775776315550393,6.599106405107818,2.358002909295799,0.0052805119900466,5.257002672576943,0.0665799976425707,8.917507118556388e-06,0.037866736030234,0.3290679009395897,18.75350631984276,-3.5489757046542088,0.0014330604385881,1.4029037939659412,0.0569130630283538,1.65883270967078e-05,0.1084763060798835,1.129804038234553,13.5895179891,-1.0112053695330518,0.0117664799914851,11.516603094212895,0.2511891036498687,3.36587926934381e-05,0.0785636456380564,0.5155570235958966,11.985142994911106,3.2319323870196546,0.0061690713774875,6.163647514824024,0.0249126563831545,2.7692735958335346e-06
1,1,seg_2a4s,NORM,0.1059605073668916,0.7212281954440193,15.020558107701117,3.6024078312399483,0.0112049437990044,11.118493639933265,0.1790826646623423,4.170420960783575e-05,0.0804751603457407,0.4584564049689475,6.143408819151016,2.345009317898151,0.0064717611150512,6.5270683783625785,0.0946908602372921,1.702425464381506e-05,0.0432795041407422,0.3085928478652722,13.280489657357904,-3.1205671109176314,0.0018661229748916,1.8647371425172607,0.058161983892484,1.6085699688715345e-05,0.1286625620676122,1.1185946208920086,9.328779343028778,-0.9123658473988252,0.01653104650289,15.892043217859232,0.6844236590942665,5.389180635354755e-05,0.0931365526256397,0.5253769897526335,7.940835957905886,2.7445979282671584,0.0086504885446888,8.734599872934865,0.036486457715438,4.364510622433324e-06
2,1,seg_4a6s,NORM,0.0930235501306254,0.7076542266673542,17.267155000361672,3.651490168371924,0.0086456926817099,8.558295681602555,0.241044831698294,3.1163663950207706e-05,0.0735596055626977,0.4479442385074286,5.569771966965563,2.238517855088868,0.0054051696602786,5.450204388277481,0.0928439881564078,1.085237422127636e-05,0.0390662755702856,0.3369661529007921,16.618720819186525,-3.14154417611695,0.0015260460309967,1.436858777898819,0.0886232834880745,1.703278187005965e-05,0.1096216638057801,1.1116146939903735,12.681160636612065,-1.0038255172052375,0.0120166050532756,11.606844476684032,0.4135929696327391,3.192165513806516e-05,0.0804973431467429,0.5045735196867269,10.734746900760417,3.108457944887869,0.0064794021681097,6.486239643865631,0.0225292678995684,2.0279678130142817e-06
3,1,seg_6a8s,NORM,0.0904460620841273,0.7120080531479256,16.878697621681983,3.573938250215549,0.0081804528643617,7.999480229563422,0.3201148947300789,3.061439343010151e-05,0.0749063290924569,0.4544069425177718,5.210125051988584,2.159540584663724,0.0056088194716658,5.776832822678362,0.0683996282632956,7.349267835848427e-06,0.0328795711631924,0.339570886326143,21.765679168533435,-3.512232655667963,0.0010794607854002,0.9467781133078904,0.1539426843391117,1.829971013295805e-05,0.1098506594146872,1.12169208832164,12.351577428605191,-1.016851759018263,0.0120514101143612,11.921254263703524,0.4771850664100394,3.094942726712667e-05,0.091698135346936,0.5838732495134288,6.279630165022379,2.388130278672893,0.0084073820827001,8.637717982685317,0.0460867373460637,3.155527536717132e-06
4,1,seg_8a10s,NORM,0.0863615251542649,0.6933395515468079,17.852531799265805,3.649342872176885,0.0074567710079021,7.542374488079027,0.2160021846708181,3.1205518683684053e-05,0.0817573849739204,0.536823373620413,5.149927096618121,1.9120562217126165,0.0066836825685003,7.307159429474419,0.1071309440863141,1.204949052601039e-05,0.0371674588467223,0.2946387492006457,6.479063247675793,-1.517158894028802,0.0013811869188106,1.443398069779672,0.0314571196701613,1.0262733436814978e-05,0.1194304879838752,1.247001508912661,12.829248142822395,-0.7785463380302783,0.0142630413848674,14.831249733374412,0.7369292700700791,4.619573599251621e-05,0.1018401196660242,0.6751587072663086,6.75044531839573,2.1340326550293884,0.0103569442957185,11.17590525892873,0.0494810586064164,3.735956711630665e-06
5,2,seg_0a2s,NORM,0.1002099336075796,0.8905713883725866,9.8942955582027,2.8380760882938865,0.0098983197387391,10.040543065207205,0.06226060585246,2.3981686772811376e-05,0.159552821407843,1.4563080084163205,15.77713795684518,2.775154006626927,0.0254435070591728,25.557615437477352,0.1105163798354062,8.490331221966014e-05,0.1134167232207447,0.8987202284720729,5.328519636723872,1.003629862152118,0.0127943784366188,12.872616301550137,0.0350374350395931,2.6353007047805356e-05,0.2913327338684465,2.853938921980273,21.493511645471305,-2.8908278581543825,0.0847250119856497,84.5915295995495,0.3063662692903748,4.833933195107825e-05,0.1482989205411184,1.5003617385250374,39.44792841626103,5.387553523760116,0.0217029039797949,21.7522711950282,0.2351482562880643,7.313033219980213e-05
6,2,seg_2a4s,NORM,0.1422277903277333,0.9256561539454456,3.495365601800801,1.9492030487768923,0.0197963801882697,20.27107777945163,0.3965580300937659,4.23580244590187e-05,0.2339533708835449,1.6609162634766943,4.668471737575591,1.6512414753707727,0.0545270160748132,55.27081823992491,1.2873825773409158,0.0001649180392191,0.1353462856613118,0.9984525429601252,2.6732803606377065,0.6569936145754438,0.0182776001367444,18.48815801025055,0.3192349963996868,5.100367423779581e-05,0.4057528384278213,2.9263489762223927,11.158229511841752,-2.4571245389664966,0.1643496310873363,164.356715208136,0.6929484720940815,9.920820285254068e-05,0.1939216970550145,1.5439491704364163,23.897575885807395,4.457010945721612,0.0371929270977499,36.314399921775696,1.3866317558017056,0.0001402006359204
7,2,seg_4a6s,NORM,0.1079092209025232,0.848019195639833,7.629455470306244,2.632823326359797,0.0112606030374498,11.946486235533142,0.1172475009808036,2.303364291676545e-05,0.1531745817130266,1.403199730833239,21.981265183029343,3.5918808265973943,0.0230440055077548,25.88293663633977,0.3705931107364728,8.147601422057259e-05,0.1087368141467157,0.8654066234723152,10.12716260689483,2.219158593246798,0.0118229451347732,12.964834425992354,0.1234724865854087,2.5264102200226056e-05,0.2922030512282191,2.85364052618889,21.112759184381005,-2.8133646237625864,0.0851297611621836,85.83241490721988,0.2811465060295962,5.383187482825067e-05,0.1468246519182909,1.5079060200484946,36.719893481984485,5.280248126108326,0.0211908709063733,21.155746764073218,0.5489313513620814,7.280845969871434e-05
8,2,seg_6a8s,NORM,0.13806287174406,0.9212516253010192,3.276510341196815,1.865449110299957,0.0188393166833467,18.93761586200248,0.3439084778415169,3.99576027436145e-05,0.1885513062590364,1.424068748341546,14.37291196178581,3.103377492533696,0.0355464007013743,34.367003284269884,1.2482120899960356,0.0001682865809613,0.1177704406529181,0.8631928923790926,8.637441911010418,2.19522727784551,0.0135746732234517,13.746185288654232,0.369104431082164,5.342691952168057e-05,0.4218250358005194,2.9679331588924107,9.566638800736692,-2.142898932292038,0.1773807045752331,177.72213277959418,0.5846421874208154,9.619556814280324e-05,0.2060681029900143,1.585441393709928,18.43203434048627,3.811474871266551,0.0419857067848011,41.22409153180172,1.5261866003725004,0.0001432258659409
9,2,seg_8a10s,NORM,0.1061039570257624,0.8510201455158726,8.180848086248968,2.594786380387347,0.0111926919611196,11.23505520517296,0.1677574672887223,2.520013649865888e-05,0.162101111598419,1.4732597493988069,20.06064202307379,3.421098963733941,0.0262667316324287,26.26007277353923,0.4051245398982579,8.832165734742104e-05,0.0960142908125886,0.8540474858672948,16.76267169031689,2.818529384027632,0.0090920369041447,9.20614554648287,0.0719380806972546,2.623186107198452e-05,0.2926656686197915,2.933970450001069,24.03498499919,-3.242254528967756,0.0851784757462787,85.20331490524231,0.4828343125480152,4.54875803349298e-05,0.1429753764050783,1.50604963280268,38.63730821030681,5.380113424060674,0.0202675002573492,20.31819854318851,0.309752421453986,6.819904779778024e-05
